Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,control_T1,control_T2,control_T3,control_T4,esg_T1,esg_T2,esg_T3
CG9067,263.3124186,-0.016308871,0.202488478,-0.080542219,0.935806019,0.979512247,224.9051392,284.7880489,230.7068775,317.9106742,295.2608334,237.4863243,252.1290326
PI31,398.6650548,0.011627549,0.149473492,0.077790042,0.937995068,0.979512247,346.5583735,411.5841414,391.4129502,439.3979676,435.6645864,371.125582,394.9117823
CG34231,42.61459055,-0.042199464,0.535146613,-0.078855893,0.937147246,0.979512247,53.15939653,19.12004569,64.08524374,36.33264848,24.77713287,50.22112234,50.60654419
CG8485,268.6409476,-0.016009581,0.204735637,-0.078196355,0.937671861,0.979512247,278.0645357,217.3647299,307.6091699,277.0364447,220.9294348,274.9393647,304.5429534
Hr51,7.90182482,-0.098455045,1.198048284,-0.08217953,0.934503951,0.979512247,19.42362566,2.012636388,8.873341441,2.27079053,1.032380536,14.47049288,7.229506312
CG34005,18.12574632,0.098293935,1.209665253,0.081257137,0.935237461,0.979512247,1.022296087,47.29695512,4.929634134,17.03092898,43.35998253,5.10723278,8.133194601
Hacl,402.9778703,-0.017191049,0.220009419,-0.078137788,0.937718448,0.979512247,311.8003066,526.3044155,361.8351454,420.0962481,434.6322058,412.8346497,353.342121
yellow-d2,3.427156161,-0.10952236,1.385441772,-0.079052301,0.936991023,0.979512247,7.15607261,5.03159097,1.971853653,0,2.064761073,5.958438243,1.807376578
CG13365,205.6786381,-0.024408888,0.311381922,-0.078388905,0.937518699,0.979512247,150.2775248,237.4910938,154.7905118,286.1196068,253.9656119,188.1164074,168.98971
CG11151,437.9200716,-0.018539742,0.237712489,-0.077992291,0.937834185,0.979512247,326.1124518,498.1275061,379.5818283,557.4790752,492.4455159,363.4647329,448.2293914
CG13010,4.092335935,-0.162125001,2.059299481,-0.078728229,0.937248792,0.979512247,11.24525696,0,5.91556096,0,0,4.256027317,7.229506312
CG14218,12.66204559,-0.100848772,1.291159845,-0.078107116,0.937742847,0.979512247,20.44592174,1.006318194,29.5778048,1.135395265,2.064761073,13.61928741,20.78483065
parvin,330.6802792,-0.012205505,0.154627054,-0.078935116,0.937084231,0.979512247,355.7590383,322.0218221,366.7647795,282.713421,317.9732052,338.7797744,330.7499138
ND-15,625.0946457,-0.012502922,0.156300845,-0.079992674,0.936243083,0.979512247,554.0844792,645.0499624,591.556096,718.7052028,705.1159063,558.390784,602.7600888
CG33635,251.0364393,-0.016033483,0.20246408,-0.079191741,0.936880114,0.979512247,305.6665301,220.3836845,261.2706091,221.4020767,242.609426,222.1646259,283.7581228
S,679.9972873,0.032769419,0.400795128,0.081761021,0.934836753,0.979512247,915.9772941,421.6473233,889.3059977,466.647454,372.6893736,656.2794122,1037.434156
CG16713,7.857614152,-0.099841914,1.228940317,-0.081242281,0.935249276,0.979512247,0,7.044227359,20.70446336,4.54158106,10.32380536,4.256027317,8.133194601
Marcal1,103.0171967,-0.032487589,0.407159845,-0.079790749,0.936403682,0.979512247,74.62761436,126.7960925,73.94451201,140.7890129,117.6913811,128.532025,58.73973879
cype,566.9987813,0.010708004,0.136535571,0.078426477,0.937488813,0.979512247,555.1067753,541.3991884,537.3301206,626.7381863,615.2987997,503.9136343,589.2047644
CG43235,13.80369778,0.093940405,1.177855581,0.079755453,0.936431755,0.979512247,12.26755305,6.037909165,28.59187798,6.812371591,0,22.13134205,20.78483065
l(2)SH0834,360.9537201,0.019091979,0.244749124,0.07800632,0.937823025,0.979512247,289.3097927,348.1860952,306.6232431,491.6261498,429.4703031,352.3990618,309.0613948
CG5188,226.197013,0.022212819,0.273294327,0.08127801,0.935220862,0.979512247,173.7903348,255.6048213,176.480902,292.9319784,276.6779837,214.5037768,193.3892939
CG7384,6.805766282,0.080170019,1.013245493,0.079122009,0.936935578,0.979512247,16.35673739,2.012636388,5.91556096,2.27079053,6.194283218,7.66084917,7.229506312
CG9129,9.916442137,-0.084774562,1.094511207,-0.077454266,0.938262172,0.979565501,4.089184349,10.06318194,19.71853653,6.812371591,1.032380536,5.10723278,22.59220723
Sem1,409.9265379,-0.014892957,0.192176949,-0.077496061,0.938228925,0.979565501,384.3833288,415.6094142,345.0743894,501.8447072,462.5064803,350.6966509,409.3707949
abs,129.2684245,-0.024173158,0.313315763,-0.077152703,0.938502067,0.979680683,89.96205567,156.9856383,103.5223168,170.3092898,151.7599388,115.763943,116.5757893
UQCR-11,587.4424211,0.013858472,0.180957419,0.076584162,0.938954359,0.979680683,499.9027866,578.6329616,538.3160474,723.2467839,663.8206849,523.49136,584.686323
Git,250.4143542,-0.014547117,0.189719546,-0.076676954,0.938880539,0.979680683,268.8638709,257.6174577,284.9328529,194.1525903,249.8360898,256.2128445,241.2847732
CG4945,32.27525172,-0.100192438,1.306538834,-0.076685389,0.938873828,0.979680683,73.60531828,2.012636388,56.19782912,1.135395265,3.097141609,51.92353326,37.95490814
eag,81.54277177,0.06082019,0.795154443,0.076488524,0.939030444,0.979680683,184.0132957,31.19586402,85.77563393,19.30171951,27.87427448,82.56692995,140.0716848
Apoltp,15.93084289,0.065061862,0.85129552,0.076426882,0.939079483,0.979680683,2.044592174,14.08845472,15.77482923,30.65567216,18.58284965,20.42893112,9.940571179
CG33510,39.38142207,-0.050632928,0.659150162,-0.076815467,0.938770346,0.979680683,16.35673739,67.423319,38.45114624,37.46804375,59.87807111,13.61928741,42.47334958
CG32984,11.06038674,-0.127377324,1.67194537,-0.076185099,0.939271837,0.979775978,1.022296087,3.018954582,38.45114624,3.406185795,0,1.702410927,29.82171354
ATPsynG,808.1701505,0.009367062,0.123258108,0.075995503,0.939422676,0.979827952,774.9004341,812.0987826,763.1073639,873.1189589,898.1710666,740.5487531,795.2456943
CG18281,3.720259907,-0.096301581,1.276088822,-0.075466205,0.939843785,0.979983783,8.178368697,5.03159097,0.985926827,1.135395265,1.032380536,4.256027317,5.422129734
Rbm13,373.6796441,0.014466332,0.192116522,0.075299778,0.939976198,0.979983783,310.7780105,386.4261865,455.498194,334.9416032,423.2760199,352.3990618,352.4384327
CG12608,361.1841498,-0.017780896,0.235786649,-0.075410952,0.939887745,0.979983783,286.2429044,388.4388229,298.7358285,479.1368019,379.9160374,308.1363777,387.682276
cl,624.5375891,0.012129532,0.160667889,0.075494441,0.93982132,0.979983783,559.1959597,656.1194625,579.7249741,693.726507,710.277809,532.0034146,640.7149969
hh,63.89418746,0.036535617,0.489364369,0.074659333,0.940485765,0.980093674,86.89516741,42.26536415,90.70526806,32.92646269,42.32760199,68.09643707,84.04301088
PIG-X,70.2482141,0.04273763,0.570911469,0.074858595,0.94032722,0.980093674,25.55740218,117.7392287,44.3667072,89.69622594,100.140912,67.2452316,46.99179103
Amy-d,118.8284382,0.041521883,0.555650638,0.0747266,0.940432243,0.980093674,43.95873175,192.2067751,78.87414614,154.4137561,118.7237617,64.69161521,178.9302812
Cpr11A,14.68468984,-0.129080447,1.725826937,-0.07479339,0.940379101,0.980093674,23.51281,0,37.46521942,0,1.032380536,12.76808195,28.01433696
CG7714,6.048984208,-0.131237607,1.773870177,-0.073983772,0.941023298,0.980270029,10.22296087,0,13.80297557,1.135395265,0,14.47049288,2.711064867
RAF2,103.0165835,-0.019076636,0.258450336,-0.073811613,0.941160287,0.980270029,93.02894393,89.56231927,94.64897537,137.3828271,108.3999563,99.59103921,98.5020235
pio,23.71967307,-0.087964612,1.190530582,-0.073886899,0.941100381,0.980270029,50.09250827,0,40.4229999,6.812371591,15.48570805,16.1729038,37.05121985
CG14410,16.45879132,0.058181647,0.788112827,0.073824007,0.941150425,0.980270029,21.46821783,7.044227359,22.67631701,13.62474318,4.129522146,26.38736936,19.88114236
stc,555.4626772,0.010311833,0.138824671,0.074279541,0.940787956,0.980270029,584.7533619,538.3802338,565.9219985,525.6880078,547.1616843,492.8479633,633.4854906
CSN7,447.7518744,0.011540516,0.156669292,0.073661631,0.94127963,0.980289071,420.1636918,505.1717334,416.0611209,442.8041534,517.2226487,416.2394716,416.6003012
mri,352.0473192,0.011904786,0.162440019,0.073287271,0.941577521,0.980494036,365.9819992,392.4640957,354.9336576,289.5257926,349.9770018,377.0840203,334.3646669
ps,4616.57604,-0.012565353,0.172253521,-0.072946857,0.941848406,0.98067084,5182.018866,3856.21132,5260.905547,4236.159734,4002.53934,4319.016521,5459.180954
B52,1133.06748,-0.008876764,0.122648601,-0.07237558,0.942303018,0.980761024,1239.022858,1157.265923,1115.083241,1033.209691,1010.700545,1166.151485,1210.038619
CG4572,561.196166,-0.02231467,0.308240898,-0.072393605,0.942288674,0.980761024,421.1859879,812.0987826,375.638121,650.5814869,695.8244815,516.6817163,456.362586
Ag5r2,144.3624572,-0.063711924,0.880853159,-0.07232979,0.942339458,0.980761024,23.51281,302.9017764,40.4229999,221.4020767,271.5160811,31.49460214,119.2868542
SelT,773.6621863,0.009961675,0.137358021,0.072523435,0.942185356,0.980761024,703.339708,804.0482371,712.8250957,865.171192,855.8434647,754.1680405,720.2395664
nmd,550.4268177,0.015877857,0.22020597,0.072104571,0.942518689,0.980842322,442.6542057,611.841462,446.6248525,690.3203212,628.7197467,558.390784,474.4363517
CG12592,32.02846149,-0.027569094,0.384308709,-0.071736846,0.942811333,0.980936387,36.80265914,25.15795485,27.60595115,39.73883428,30.97141609,33.19701307,30.72540183
pip,10.98488306,-0.069706896,0.970811733,-0.071802692,0.94275893,0.980936387,20.44592174,2.012636388,16.76075605,5.676976326,4.129522146,17.02410927,10.84425947
CG9018,279.0255093,0.014970132,0.212139318,0.070567457,0.943742012,0.981402472,280.1091279,337.116595,277.0454383,216.8604956,253.9656119,326.0116925,262.0696038
Sin,244.5049902,0.013783955,0.195583291,0.070476138,0.943814692,0.981402472,216.7267705,268.6869578,204.0868531,284.9842115,238.4799039,268.129721,230.4405137
CG11307,142.6135795,0.018958111,0.267815887,0.070787849,0.943566602,0.981402472,115.5194578,147.9287745,112.3956582,191.8817998,131.1123281,155.7705998,143.686438
Cp7Fb,16.40962827,0.084715114,1.200053316,0.070592792,0.943721848,0.981402472,47.02562001,3.018954582,12.81704875,1.135395265,4.129522146,18.72652019,28.01433696
Tig,3.984414411,-0.101277438,1.438370622,-0.070411225,0.943866357,0.981402472,10.22296087,1.006318194,2.95778048,2.27079053,0,5.10723278,6.325818023
Ref2,23.31918779,-0.059110342,0.832978511,-0.070962626,0.943427501,0.981402472,58.27087697,14.08845472,15.77482923,6.812371591,10.32380536,27.23857483,30.72540183
S6k,1973.171118,0.008773365,0.125067796,0.070148873,0.944075167,0.981514375,2128.420453,1866.72025,2063.544848,1813.226238,1871.705912,1829.240541,2239.33958
Rbp6,50.28442774,0.05379078,0.768466664,0.069997545,0.944195614,0.981534396,125.7424187,18.11372749,32.53558528,21.57251004,23.74475234,56.17956058,74.1024397
Alp13,16.95347164,0.091916398,1.31832962,0.069721863,0.94441504,0.981597499,0,33.2085004,16.76075605,15.89553371,40.26284092,1.702410927,10.84425947
ss,3.479655198,-0.112938535,1.629234872,-0.069319984,0.944734919,0.981597499,11.24525696,2.012636388,0,1.135395265,1.032380536,1.702410927,7.229506312
CG42747,253.6868391,0.025196043,0.362942958,0.069421495,0.94465412,0.981597499,197.3031448,281.7690943,140.9875362,387.1697854,316.9408247,208.5453385,243.0921497
ome,143.1833351,0.028646052,0.411479632,0.06961718,0.944498362,0.981597499,106.3187931,134.846638,207.0446336,119.2165028,204.4113462,73.20366985,157.2417623
AttB,8.716627923,0.062041933,0.897098264,0.069158459,0.944863489,0.981597499,9.200664784,1.006318194,13.80297557,10.21855739,9.291424827,9.363260097,8.133194601
CG9643,434.228257,0.015336348,0.221733122,0.069165797,0.944857648,0.981597499,391.5394014,496.1148697,338.1729016,502.9801024,532.7083568,410.2810333,367.8011336
RhoGEF4,262.7702288,0.017891486,0.259590103,0.068922064,0.945051656,0.981687841,261.7077983,314.9775947,171.5512679,297.4735595,272.5484616,297.9219122,223.2110074
neo,7.421397143,-0.136879693,1.996530295,-0.068558786,0.945340826,0.981883072,9.200664784,0,21.69039019,0,0,10.21446556,10.84425947
mthl5,331.7443538,-0.024505005,0.366778144,-0.06681152,0.946731752,0.982325893,470.2562001,284.7880489,363.8069991,217.9958909,179.6342133,416.2394716,389.4896526
Gba1a,35.27886561,-0.057905609,0.858185774,-0.067474445,0.946204005,0.982325893,10.22296087,80.50545553,19.71853653,32.92646269,67.10473486,9.363260097,27.11064867
Srp9,497.4536922,-0.012352419,0.184888667,-0.066810038,0.946732932,0.982325893,418.1190996,517.2475518,464.3715354,597.2179095,576.0683393,453.692512,455.4588977
Hsepi,174.8057777,-0.021408268,0.319335556,-0.067040038,0.946549829,0.982325893,226.9497313,111.7013195,189.2979507,175.9862661,124.9180449,177.9019418,216.8851894
CG3358,353.7476783,-0.013825997,0.206759871,-0.06686983,0.946685332,0.982325893,346.5583735,449.8242328,285.9187798,338.347789,379.9160374,371.125582,304.5429534
Cdc2rk,143.6336651,-0.014556807,0.216478762,-0.067243581,0.946387791,0.982325893,119.6086422,176.105684,136.0579021,145.3305939,136.2742308,143.8537233,148.2048794
CG13018,104.7230962,0.021324992,0.319470399,0.066751075,0.946779873,0.982325893,72.58302219,123.7771379,93.66304854,126.0288744,133.1770892,81.71572448,102.1167767
CG10731,239.1183461,0.018961203,0.279797182,0.067767669,0.945970581,0.982325893,187.0801839,326.0470949,174.5090483,263.4117015,272.5484616,245.9983789,204.2335533
RpII215,521.6797152,-0.013818127,0.203642126,-0.067854953,0.945901098,0.982325893,587.8202501,456.8684601,595.4998033,455.2935013,416.0493562,516.6817163,623.5449194
CG13005,22.75484608,0.043895287,0.653163209,0.067204163,0.946419171,0.982325893,6.133776523,30.18954582,21.69039019,31.79106742,28.90665502,16.1729038,24.3995838
CG15534,54.50821645,0.092054835,1.393397956,0.066064999,0.947326076,0.98278748,4.089184349,126.7960925,11.83112192,69.25911117,135.2418503,0,34.34015498
Ids,19.48928735,-0.058621025,0.891433263,-0.065760419,0.947568569,0.982933924,35.78036305,14.08845472,22.67631701,6.812371591,3.097141609,18.72652019,35.24384327
ND-MLRQ,546.3729116,0.010237126,0.156970163,0.065217021,0.94800121,0.983277559,514.2149318,540.3928702,493.9493402,630.1443721,609.1045165,479.2286759,557.5756743
Vha44,1969.366985,0.008896576,0.137224197,0.064832413,0.948307434,0.983367687,1775.728303,1968.358388,1810.161654,2302.581598,2074.052498,1780.721829,2073.964623
Toll-7,12.60693794,0.084791157,1.310003454,0.064725904,0.948392238,0.983367687,15.33444131,0,31.54965846,2.27079053,5.161902682,21.28013658,12.65163605
B4,1233.445619,-0.025508017,0.393361807,-0.064846197,0.948296459,0.983367687,1777.772896,818.1366918,1504.524338,870.8481683,619.4283218,1205.306936,1838.10198
CG34251,7.601460099,-0.055086108,0.853247209,-0.064560549,0.948523896,0.98339908,16.35673739,5.03159097,4.929634134,4.54158106,8.259044291,5.958438243,8.133194601
Ptp69D,217.6174135,-0.017234918,0.26798264,-0.064313562,0.948720555,0.983429407,210.592994,244.5353212,166.6216337,253.1931441,253.9656119,242.5935571,151.8196326
CG34216,3.373228645,0.099337756,1.549694846,0.064101495,0.948889412,0.983429407,4.089184349,0,7.887414614,1.135395265,1.032380536,7.66084917,1.807376578
side-V,8.192677958,0.065822407,1.028242228,0.064014495,0.948958685,0.983429407,9.200664784,4.025272776,17.74668288,1.135395265,4.129522146,9.363260097,11.74794776
Lim3,92.20660136,0.020456415,0.318563114,0.064214639,0.948799321,0.983429407,101.2073126,79.49913733,122.2549265,63.58213485,76.39615969,101.2934501,101.2130884
CG34330,505.8870426,-0.012786537,0.201566233,-0.063435909,0.949419393,0.983591596,423.2305801,440.767369,506.7663889,660.8000443,511.0283655,453.692512,544.9240383
Tsp29Fa,485.9110921,0.008005441,0.1259979,0.063536304,0.949339452,0.983591596,497.8581944,449.8242328,496.9071207,493.8969403,522.3845514,443.4780464,497.028559
CG31674,217.1488332,0.01504613,0.236554087,0.063605456,0.949284388,0.983591596,165.6119661,260.6364123,186.3401703,252.0577489,245.7065677,200.0332839,209.6556831
alien,627.2783136,0.010596754,0.167431426,0.063290112,0.949535489,0.983606818,530.5716692,762.7891911,563.9501449,643.7691153,665.885446,623.9336046,600.0490239
Tg,4.156414272,0.075973807,1.20356493,0.063123979,0.94966778,0.983638811,7.15607261,2.012636388,5.91556096,1.135395265,5.161902682,6.809643707,0.903688289
Nup58,227.7458887,0.013053738,0.208775277,0.062525307,0.950144509,0.983817436,223.8828431,260.6364123,197.1853653,225.9436578,227.123718,272.3857483,187.0634758
Adk2,86.26317722,-0.014484376,0.230841869,-0.062745879,0.949968863,0.983817436,86.89516741,85.5370465,80.84599979,93.10241174,96.01138988,78.31090263,83.13932259
CG15436,61.40734175,-0.034353673,0.548363205,-0.062647663,0.950047074,0.983817436,39.8695474,83.52441011,45.35263403,79.47766856,67.10473486,91.93019004,22.59220723
Ppi1,7.009443898,-0.110187678,1.769169634,-0.062282144,0.950338148,0.983912908,2.044592174,0,24.64817067,2.27079053,0,11.06567102,9.03688289
PDCD-5,495.2976144,-0.008646079,0.139532186,-0.061964762,0.950590894,0.984069549,505.0142671,495.1085515,472.25895,513.1986598,568.8416755,455.3949229,457.2662742
Son,127.6465863,-0.018577567,0.300871316,-0.06174589,0.950765195,0.984134468,152.322117,148.9350927,128.1704875,84.01924962,102.2056731,154.0681889,123.8052956
CG31627,13.60071429,-0.042130038,0.683582797,-0.061631214,0.950856519,0.984134468,13.28984913,8.050545553,24.64817067,9.083162121,9.291424827,12.76808195,18.07376578
Apc2,99.93327193,-0.01757101,0.286743834,-0.061277727,0.951138029,0.984320802,111.4302735,125.7897743,90.70526806,73.80069223,97.04377042,114.9127376,85.85038746
CG34402,9.6255619,-0.064421076,1.058504512,-0.060860465,0.951470336,0.984495165,10.22296087,8.050545553,18.73260971,2.27079053,1.032380536,15.32169834,11.74794776
dnr1,398.7557274,0.029890636,0.492524404,0.060688639,0.95160718,0.984495165,607.2438758,204.2825934,571.8375595,197.5587761,204.4113462,525.1937709,480.7621698
ine,26.63989803,-0.051337893,0.845989427,-0.060683847,0.951610996,0.984495165,18.40132957,19.12004569,66.05709739,4.54158106,16.51808858,22.98254751,38.85859643
CG9667,425.0826128,0.009335162,0.155673371,0.059966339,0.952182444,0.984657988,476.3899766,419.6346869,440.7092916,358.7849038,407.7903119,465.6093885,406.6597301
CG1840,159.3369179,0.011577293,0.192128677,0.060258019,0.951950137,0.984657988,166.6342622,171.074093,152.8186581,144.1951987,179.6342133,160.0266271,140.9753731
4-Sep,504.2667392,0.014737724,0.245114235,0.060125941,0.95205533,0.984657988,593.9540266,349.1924133,604.3731448,460.9704776,405.7255508,563.4980167,552.1535446
CG6179,291.7624175,0.014705162,0.246483295,0.059659874,0.952426531,0.984657988,316.911787,246.5479576,356.9055113,241.8391915,217.8322932,338.7797744,323.5204075
CG7627,433.7824454,0.010299222,0.172820068,0.059595061,0.952478152,0.984657988,435.4981331,470.9569148,359.8632918,463.2412682,500.7045601,423.0491153,383.1638345
CCT4,1364.354292,-0.006697839,0.11169914,-0.059963208,0.952184938,0.984657988,1480.284734,1284.062016,1450.298362,1253.476373,1300.799476,1348.309454,1433.249626
CG6115,745.3785324,0.006895655,0.115710466,0.059594049,0.952478958,0.984657988,824.9929423,702.4100995,734.5154859,713.0282265,767.0587385,704.7981237,770.8461105
CG5886,269.1449425,0.013378606,0.228540837,0.058539238,0.953319109,0.984791157,239.2172844,296.8638673,270.1439505,265.682492,333.4589132,283.4514193,195.1966704
CG2010,34.59362049,0.0245379,0.417805521,0.058730436,0.953166817,0.984791157,38.84725131,20.12636388,44.3667072,34.06185795,32.00379663,36.60183492,36.14753156
CG32036,14.9977193,-0.093873357,1.58498428,-0.05922668,0.952771559,0.984791157,22.49051392,0,33.52151211,5.676976326,0,30.64339668,12.65163605
GNBP2,16.15202023,-0.040173474,0.685458835,-0.058608149,0.95326422,0.984791157,18.40132957,7.044227359,29.5778048,10.21855739,20.64761073,13.61928741,13.55532434
CG11396,130.0924028,-0.017087503,0.289581455,-0.059007586,0.952946066,0.984791157,105.296497,114.7202741,120.2830729,182.7986377,144.5332751,103.8470665,139.1679965
MFS12,42.48034083,0.068517559,1.172571872,0.058433569,0.953403276,0.984791157,0,97.61286483,25.6340975,43.14502007,70.20187647,11.06567102,49.7028559
Nup214,348.0867084,0.012249121,0.208348944,0.058791375,0.953118278,0.984791157,357.8036305,409.571505,263.2424627,356.5141132,395.4017454,354.9526782,299.1208237
Orc5,24.57163916,0.026285217,0.449992215,0.058412605,0.953419975,0.984791157,20.44592174,30.18954582,19.71853653,27.24948636,24.77713287,30.64339668,18.97745407
Prosalpha7,742.2845997,-0.007674908,0.132054509,-0.058119244,0.953653646,0.984822779,688.0052667,723.5427815,703.9517543,860.629611,773.2530217,692.0300417,754.5797213
yki,594.0024783,-0.008062192,0.138682567,-0.058134142,0.953641779,0.984822779,619.5114288,561.5255523,662.5428276,538.1773557,538.90264,597.5462353,639.8113086
Hsc70Cb,1302.51124,-0.012863528,0.223379104,-0.057586086,0.954078333,0.985048783,1750.170901,1018.394012,1439.453167,1021.855739,1205.820466,1411.298658,1270.585734
CG17691,873.0895477,-0.011730899,0.204167188,-0.057457318,0.954180905,0.985048783,776.9450262,1041.539331,720.7125103,965.0859754,1039.6072,867.3783672,700.358424
Pex6,129.8353537,-0.017772181,0.310300143,-0.057274164,0.954326801,0.985048783,82.80598306,160.0045929,120.2830729,158.9553371,150.7275583,128.532025,107.5389064
CG9849,298.6706851,0.009674798,0.168456889,0.057431895,0.954201157,0.985048783,271.9307592,329.0660495,296.7639748,292.9319784,328.2970106,254.5104335,317.1945894
CG3430,122.0719537,-0.021812487,0.381290114,-0.05720706,0.954380254,0.985048783,82.80598306,143.9035018,79.86007297,185.0694282,135.2418503,133.6392577,93.98358206
CG32313,15.49105629,-0.058671415,1.033217346,-0.056785162,0.954716334,0.985272503,36.80265914,2.012636388,19.71853653,4.54158106,7.226663755,26.38736936,11.74794776
CG13919,134.0751622,0.019575503,0.347715866,0.056297412,0.955104881,0.985272503,101.2073126,178.1183204,85.77563393,168.0384992,167.2456469,124.2759976,113.8647244
CG10801,3.658190288,0.101968252,1.807630481,0.056409899,0.955015271,0.985272503,11.24525696,0,2.95778048,0,1.032380536,7.66084917,2.711064867
CG10353,315.1192858,0.011197836,0.198221813,0.056491441,0.954950313,0.985272503,367.0042953,249.5669121,355.9195845,283.8488163,289.0665502,325.160487,335.2683552
CG9125,358.8696928,0.010825752,0.19209819,0.056355302,0.955058764,0.985272503,337.3577088,422.6536415,284.9328529,386.0343901,379.9160374,382.191253,319.001966
CG10211,3.437977209,-0.093960773,1.678327983,-0.05598475,0.955353956,0.985424646,9.200664784,0,4.929634134,0,2.064761073,4.256027317,3.614753156
corolla,3.957928814,0.064284108,1.151380686,0.055832193,0.955475489,0.985445215,2.044592174,2.012636388,6.901487787,4.54158106,6.194283218,5.10723278,0.903688289
ZIPIC,78.39218588,0.018813708,0.338634474,0.055557567,0.955694269,0.985475034,80.76139089,81.51177372,99.5786095,49.95739167,60.91045165,91.07898458,84.94669917
hng1,137.7790008,0.013161147,0.236963407,0.055540843,0.955707592,0.985475034,135.9653796,152.9603655,149.8608777,110.1333407,131.1123281,165.1338599,119.2868542
CG34328,5.218684437,0.08595292,1.555904345,0.055243062,0.955944823,0.985510127,15.33444131,4.025272776,0.985926827,0,1.032380536,3.404821853,11.74794776
CG13386,7.02094999,0.042923966,0.776972772,0.055245135,0.955943171,0.985510127,9.200664784,5.03159097,8.873341441,4.54158106,8.259044291,5.10723278,8.133194601
Ublcp1,337.019536,-0.012625058,0.22986264,-0.054924357,0.956198727,0.985535019,281.131424,412.5904596,310.5669504,348.5663464,401.5960287,349.8454454,254.8400975
mIF2,211.5620298,-0.012501303,0.228000496,-0.054830159,0.956273773,0.985535019,181.9687035,255.6048213,199.157219,212.3189146,251.9008509,212.8013658,167.1823335
l(3)73Ah,281.2731702,-0.010656289,0.193897883,-0.054958253,0.956171723,0.985535019,319.9786753,301.8954582,267.18617,239.5684009,275.6456032,325.160487,239.4773966
gcm,5.989519307,-0.078789064,1.441831906,-0.05464511,0.9564212,0.985582241,19.42362566,3.018954582,0.985926827,1.135395265,1.032380536,13.61928741,2.711064867
bc10,271.6016733,0.009939893,0.183012707,0.054312582,0.956686125,0.985645822,223.8828431,268.6869578,280.9891456,309.9629074,256.030373,256.2128445,305.4466417
SmB,130.4537783,-0.012435642,0.228948407,-0.054316352,0.956683122,0.985645822,157.4335974,119.7518651,134.0860484,112.4041312,130.0799476,145.5561342,113.8647244
c12.2,216.1421088,-0.011006355,0.203994739,-0.053954113,0.956971723,0.985835356,180.9464074,233.465821,243.5239262,208.9127288,252.9332314,203.4381057,189.7745407
stg,379.7819141,-0.018084706,0.339205515,-0.053314895,0.957481013,0.98594117,430.3866527,388.4388229,318.454365,390.5759712,197.1846824,572.8612768,360.5716273
sut2,128.1670633,-0.029720602,0.554712914,-0.053578348,0.957271107,0.98594117,55.20398871,125.7897743,112.3956582,223.6728672,224.0265764,77.45969717,78.62088115
l(1)G0469,1100.828706,0.024607789,0.46107076,0.05337096,0.957436343,0.98594117,1622.38389,543.4118248,1614.948142,590.4055379,589.4892863,1235.099127,1510.063131
mt:ND1,1307.244151,-0.008271428,0.154539226,-0.053523163,0.957315076,0.98594117,1289.115366,1091.855241,1289.592289,1571.387047,1414.361335,1212.967785,1281.429994
CG7409,3.965840176,-0.078200674,1.47122947,-0.053153281,0.957609779,0.985969096,9.200664784,0,5.91556096,1.135395265,1.032380536,5.958438243,4.518441445
Srr,66.44197188,-0.026436841,0.501773785,-0.052686772,0.957981479,0.986002222,86.89516741,45.28431873,102.53639,32.92646269,68.1371154,42.56027317,86.75407575
CG34284,6.684705,-0.066149148,1.260583626,-0.052475018,0.958150201,0.986002222,0,11.06950013,5.91556096,10.21855739,13.42094697,2.55361639,3.614753156
wun,914.8984405,-0.009306373,0.177238974,-0.052507488,0.958124329,0.986002222,1133.726361,843.2946466,969.1660707,723.2467839,881.6529781,942.2844479,910.9177953
CG13202,11.81256709,-0.039679229,0.75597026,-0.052487817,0.958140003,0.986002222,10.22296087,4.025272776,18.73260971,14.76013845,15.48570805,6.809643707,12.65163605
ApepP,634.8901114,-0.014488909,0.275651122,-0.052562488,0.958080506,0.986002222,476.3899766,773.8586913,462.3996817,837.9217057,744.3463667,647.7673576,501.5470004
Octalpha2R,145.2699208,0.030448405,0.584993115,0.052049168,0.958489516,0.986037576,222.860547,81.51177372,209.0164873,62.44673958,64.00759326,128.532025,248.5142795
TAF1C-like,94.50243718,0.012482249,0.239604208,0.052095284,0.958452771,0.986037576,87.9174635,92.58127386,108.4519509,87.42543541,104.2704342,100.4422447,80.42825772
dl,756.2122902,0.024204881,0.464764939,0.052079834,0.958465081,0.986037576,1217.55464,402.5272776,1048.040217,334.9416032,485.2188521,812.050012,993.1534296
CG32201,4.618690893,0.075618213,1.458903794,0.051832214,0.958662387,0.986110833,8.178368697,1.006318194,8.873341441,0,1.032380536,5.10723278,8.133194601
SPARC,43.7685278,-0.039794878,0.771794583,-0.051561489,0.958878106,0.986228144,73.60531828,17.1074093,66.05709739,20.43711477,10.32380536,51.0723278,67.77662168
CG15865,8.431315833,0.051207442,0.997712274,0.051324859,0.95906666,0.986317494,7.15607261,10.06318194,7.887414614,7.947766856,20.64761073,1.702410927,3.614753156
CG2889,89.22605746,-0.013328243,0.261570779,-0.050954633,0.959361671,0.986516295,101.2073126,85.5370465,79.86007297,91.96701647,73.29901808,84.26934087,108.4425947
CG9804,48.31451229,0.020972278,0.414593921,0.050585108,0.959656129,0.986714485,40.89184349,48.30327332,40.4229999,62.44673958,61.94283218,56.17956058,28.01433696
