source,term_id,term_name,p_value,intersection_size,intersection
GO:BP,GO:0008039,synaptic target recognition,0.001218633126304118,11,"Sema2b,Fas3,dsd,NetB,Gli,upd1,Ten-a,CG32373,Fur1,acj6,tutl"
GO:BP,GO:0048598,embryonic morphogenesis,0.0012918316856848865,28,"ths,Mmp2,InR,S,Traf4,Mtl,Col4a1,tkv,Rac2,trbl,vkg,jumu,Tak1,sog,stg,ush,pyr,sna,sdt,upd1,Lac,Inx2,rho,scaf,Kr,shd,smog,htl"
GO:BP,GO:0042330,taxis,0.0013085351304947216,37,"spz,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,Fas3,Ptp52F,NetB,CG6330,Rac2,uzip,CG13506,side,wb,RhoGAP100F,RhoGEF64C,Fas1,unc-104,hh,pk,Lrt,Ten-a,CG34353,CadN2,dpr11,pdm3,Kr,ptc,if,grn,Dscam3,Alk,acj6,tutl"
GO:BP,GO:0009605,response to external stimulus,0.0013085351304947216,82,"spz,dysc,bbg,Sema2b,ImpL2,Arc1,unc-5,drpr,Mmp2,InR,bnl,Fas3,Ptp52F,Slob,NetB,Myo61F,Lmpt,Traf4,cac,CG6330,upd3,Rac2,uzip,jumu,CG13506,side,Tak1,18w,wb,RhoGAP100F,Spn77Ba,RhoGEF64C,Fas1,unc-104,ush,loco,Pli,nub,hh,sphinx1,sff,pk,sphinx2,Lrt,upd1,Gr64a,Inx2,Tollo,PGRP-SD,Ten-a,shakB,Archease,CG34353,Duox,CG11426,CadN2,Ilp6,Rh2,Gat,dpr11,Pzl,pdm3,CG9372,nec,Kr,ptc,if,CG16799,grn,Dscam3,Alk,melt,acj6,otu,smog,tutl,Listericin,htl,SPH93,Lst,CG43055,Toll-9"
GO:BP,GO:0007275,multicellular organism development,0.0013299192597931832,168,"ths,spz,kon,dysf,dysc,bbg,Sema2b,ImpL2,unc-5,CG5830,drpr,tinc,Cul2,toc,Mmp2,InR,S,bnl,cnn,CG42663,fry,Fas3,bab2,FucTA,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,cv-2,NetB,Myo61F,CLIP-190,Traf4,cac,Mtl,upd3,form3,Col4a1,tkv,Rac2,trbl,uzip,vkg,Men,jumu,CG13506,side,Tak1,18w,Syn2,wb,RhoGAP100F,Gli,sog,mesh,sc,RhoGEF64C,rdo,Fas1,hth,spn-E,unc-104,stg,fax,ush,pyr,loco,lbm,sls,nub,futsch,sna,hh,sff,pk,Gld,Nrx-1,sdt,Naam,vas,net,rst,kirre,upd1,dimm,Lac,gammaTub37C,CG17211,drd,Inx2,Tollo,rho,PGRP-SD,CG17221,E(spl)m7-HLH,Ten-a,sano,Archease,l(2)41Ab,CG34353,FASN2,Duox,wus,grh,Gfrl,dpn,CadN2,Irk1,CG10339,CG32373,NLaz,Syn,Hr38,Tsp2A,scaf,Ddr,Reck,dpr11,AGO3,pdm3,Ank2,sqa,Pura,blanks,Hr4,AdamTS-B,Hr3,tll,piwi,bark,Cad96Ca,Kr,bi,Alp4,Fur1,ltl,ftz,shd,ptc,Cht5,if,mtg,ovo,y,grn,ave,nolo,Dscam3,Alk,melt,rhi,acj6,otu,Mipp1,smog,tutl,CG34383,sn,scro,htl,fs(1)N,salm,spok,chinmo,AstA"
GO:BP,GO:0008037,cell recognition,0.0014613456983111636,18,"Sema2b,ImpL2,Mmp2,fry,Fas3,dsd,NetB,uzip,Gli,Fas1,upd1,Ten-a,CG32373,Fur1,if,Dscam3,acj6,tutl"
GO:BP,GO:0032501,multicellular organismal process,0.0014799411343353688,231,"ths,spz,kon,dysf,dysc,bbg,Sema2b,ImpL2,Arc1,unc-5,MRP,CG5830,drpr,tinc,Cul2,CG10433,toc,Mmp2,InR,twz,S,bnl,kek1,cnn,CG42663,fry,Fas3,bab2,FucTA,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,cv-2,NetB,Myo61F,bt,CLIP-190,Traf4,cac,Mtl,upd3,form3,Col4a1,tkv,hdly,Rac2,dpr6,trbl,uzip,vkg,Men,jumu,CG13506,side,Tak1,18w,Hydr2,Syn2,wb,RhoGAP100F,Gli,sog,mesh,sc,RhoGEF64C,Spn77Bb,rdo,Fas1,hth,spn-E,unc-104,stg,fax,ush,pyr,slbo,loco,Spn77Bc,Ir40a,lbm,sls,nub,futsch,DNaseII,sna,hh,sphinx1,nht,sff,pk,sphinx2,Gld,Nrx-1,Ekar,sdt,atilla,Naam,Mec2,vas,net,Or19b,rst,kirre,Or56a,upd1,dimm,na,Gr64a,Lac,gammaTub37C,CG15721,tipE,CG17211,drd,Drip,Inx2,Tollo,CG8086,rho,PGRP-SD,CG17221,SPR,E(spl)m7-HLH,AcCoAS,Ten-a,qvr,shakB,sano,Archease,l(2)41Ab,CG34353,5-HT7,NtR,FASN2,Duox,CG14275,wus,grh,Gfrl,dpn,CadN2,Irk1,Ilp6,Gr64f,CG10339,dpr17,CG32373,NLaz,Syn,Rh2,Hr38,Tsp2A,corolla,scaf,Ddr,Reck,dpr11,AGO3,pdm3,Ank2,Ac78C,rempA,sqa,nemy,CG7781,Pura,blanks,Hr4,AdamTS-B,Obp18a,Hr3,tll,CG4476,dpr15,piwi,Pp1-13C,bark,Cad96Ca,Kr,bi,Alp4,Fur1,ltl,ftz,MCU,shd,ptc,Cht5,if,mtg,CG42326,ovo,Acp53C14b,nAChRalpha4,y,grn,ave,nolo,Dscam3,dpr9,bru1,Alk,melt,CG15695,rhi,acj6,otu,Mipp1,CG31296,smog,tutl,Pde1c,CG34383,BoYb,sn,scro,htl,fs(1)N,salm,dpr13,ms(2)34Fe,spok,mGluR,chinmo,AstA,Nox,Gr94a"
GO:BP,GO:0034329,cell junction assembly,0.0014799411343353688,27,"dysc,Cul2,plum,cac,tkv,Syn2,RhoGAP100F,Gli,mesh,unc-104,loco,lbm,futsch,Nrx-1,sdt,kirre,Lac,Ten-a,shakB,CadN2,CG10339,Syn,Tsp2A,Ank2,bark,mtg,htl"
GO:BP,GO:0099177,regulation of trans-synaptic signaling,0.0014799411343353688,20,"dysc,Arc1,Slob,cac,Syt4,Gli,Nrx-1,Snap25,Ekar,atilla,qvr,CG14275,CG10339,Ank2,nemy,CG7781,CG32447,Frq1,Alk,mGluR"
GO:BP,GO:0050804,modulation of chemical synaptic transmission,0.0014799411343353688,20,"dysc,Arc1,Slob,cac,Syt4,Gli,Nrx-1,Snap25,Ekar,atilla,qvr,CG14275,CG10339,Ank2,nemy,CG7781,CG32447,Frq1,Alk,mGluR"
GO:BP,GO:0048513,animal organ development,0.0015199806209296753,93,"ths,spz,kon,dysf,dysc,bbg,Sema2b,unc-5,drpr,tinc,Mmp2,InR,S,bnl,fry,bab2,Nost,tau,rols,dsd,Fhos,cv-2,NetB,Myo61F,Traf4,Mtl,upd3,Col4a1,tkv,Rac2,vkg,jumu,Tak1,18w,Syn2,wb,RhoGAP100F,Gli,sog,sc,RhoGEF64C,rdo,hth,stg,ush,pyr,loco,sls,nub,futsch,sna,hh,pk,net,rst,kirre,upd1,dimm,Lac,rho,PGRP-SD,CG17221,Ten-a,sano,Duox,grh,dpn,CadN2,Irk1,scaf,sqa,Pura,AdamTS-B,Hr3,tll,Kr,bi,ltl,ftz,ptc,if,ovo,grn,ave,nolo,Alk,melt,tutl,CG34383,sn,htl,salm,chinmo"
GO:BP,GO:0120036,plasma membrane bounded cell projection organization,0.0015373011415179556,59,"spz,kon,dysc,Sema2b,ImpL2,unc-5,Mmp2,InR,bnl,fry,Fas3,Ptp52F,Nost,tau,NetB,Myo61F,Mtl,Rac2,uzip,CG13506,side,wb,RhoGAP100F,Gli,RhoGEF64C,Fas1,unc-104,fax,nub,futsch,hh,sff,pk,rho,Ten-a,Archease,l(2)41Ab,CG34353,CadN2,Cdlc2,dpr11,pdm3,Ank2,rempA,Pura,IRSp53,Kr,CG13972,ptc,if,ovo,grn,Dscam3,Alk,acj6,Mipp1,tutl,sn,scro"
GO:BP,GO:0050808,synapse organization,0.001611164030920812,32,"dysc,drpr,Cul2,plum,cac,tkv,dpr6,CG13506,Syn2,RhoGAP100F,Gli,unc-104,lbm,futsch,sff,Nrx-1,Ten-a,CG34353,Rbp,CG10339,dpr17,Syn,dpr11,Ank2,dpr15,Fur1,mtg,Frq1,dpr9,htl,dpr13,mGluR"
GO:BP,GO:0007154,cell communication,0.0017318460751454502,135,"ths,spz,dysc,Sema2b,ImpL2,Ac3,Arc1,unc-5,Cul2,Mmp2,InR,Swim,bnl,kek1,CG42450,cv-2,Slob,Traf4,cac,Mtl,upd3,Col4a1,tkv,Rac2,Syt4,trbl,CG42541,Tak1,18w,Hydr2,Rab32,RhoGAP100F,Gli,sog,RhoGEF64C,unc-104,pyr,loco,Pli,Rab9,sna,hh,sphinx1,sff,pk,sphinx2,Nrx-1,Lrt,Snap25,Ekar,CG34357,atilla,Or19b,Or56a,upd1,dimm,Gr64a,CG10738,Inx2,Tollo,Eip63F-1,rho,PGRP-SD,SPR,Ten-a,qvr,shakB,CG30440,smal,5-HT7,NtR,Rbp,Duox,CG14275,CNMaR,grh,CG11426,Ilp6,Gr64f,CG10339,Syn,Rh2,Hr38,Glut1,zyd,Ddr,Reck,pdm3,Ank2,Ac78C,rempA,sqa,nemy,CG7781,Sytalpha,Pura,Hr4,AdamTS-B,Hr3,tll,nec,Nplp1,Pp1-13C,CG32447,Cad96Ca,grnd,ltl,Octalpha2R,ptc,if,nAChRalpha4,Frq1,ave,Pkcdelta,Alk,melt,otu,smog,CCHa2,Pde1c,pen-2,CG9962,Listericin,htl,fs(1)N,CG3526,CG43795,RabX2,X11Lbeta,Lst,mGluR,AstA,Nox,Toll-9,Gr94a"
GO:BP,GO:0060562,epithelial tube morphogenesis,0.0019032586924769288,44,"dysf,bbg,Mmp2,S,bnl,fry,bab2,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,form3,tkv,vkg,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,sna,hh,pk,net,upd1,CG17211,rho,Duox,scaf,sqa,Pura,AdamTS-B,Kr,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0007522,visceral muscle development,0.0023300113096017933,6,"ths,pyr,sls,kirre,Alk,htl"
GO:BP,GO:0072001,renal system development,0.002598240381000651,13,"S,rols,tkv,vkg,sog,sc,hth,pyr,sna,kirre,rho,Kr,htl"
GO:BP,GO:0032879,regulation of localization,0.002913586445482014,48,"ths,dysc,Sema2b,ImpL2,unc-5,drpr,InR,S,bnl,Fhos,Slob,NetB,cac,Rac2,Syt4,trbl,Rab32,Gli,Shawl,spn-E,unc-104,slbo,hh,pk,Nrx-1,Lrt,sdt,atilla,upd1,dimm,tipE,rho,qvr,CG14275,Ca-Ma2d,Irk1,Glut1,rempA,nemy,CG7781,Sytalpha,ptc,Frq1,CG13712,htl,CG13711,RabX2,Lst"
GO:BP,GO:0001655,urogenital system development,0.002913586445482014,13,"S,rols,tkv,vkg,sog,sc,hth,pyr,sna,kirre,rho,Kr,htl"
GO:BP,GO:0040012,regulation of locomotion,0.0032733411441896927,17,"ths,Sema2b,unc-5,InR,bnl,Fhos,NetB,Gli,unc-104,slbo,hh,pk,Nrx-1,Lrt,Ten-a,ptc,htl"
GO:BP,GO:0032502,developmental process,0.003539646426843215,190,"ths,spz,kon,dysf,dysc,bbg,Sema2b,ImpL2,unc-5,CG5830,drpr,tinc,Cul2,toc,Mmp2,InR,S,bnl,kek1,cnn,CG42663,fry,Fas3,bab2,FucTA,plum,Ptp52F,Nost,tau,rols,dsd,Fhos,cv-2,NetB,Myo61F,bt,CLIP-190,Traf4,cac,Mtl,upd3,form3,Col4a1,tkv,Rac2,trbl,uzip,vkg,Men,Ldh,jumu,Zasp52,CG13506,side,Tak1,18w,Hydr2,Syn2,wb,RhoGAP100F,Gli,sog,mesh,sc,RhoGEF64C,rdo,Fas1,hth,spn-E,onecut,unc-104,stg,Sox21b,fax,ush,pyr,slbo,loco,lbm,sls,nub,futsch,DNaseII,sna,hh,nht,sff,pk,Gld,Nrx-1,sdt,Naam,vas,net,rst,kirre,upd1,dimm,Lac,gammaTub37C,CG15721,CG17211,drd,Inx2,Tollo,rho,PGRP-SD,CG17221,E(spl)m7-HLH,Ten-a,mspo,sano,Archease,l(2)41Ab,CG34353,FASN2,Duox,wus,grh,Gfrl,dpn,CadN2,Irk1,Ilp6,CG10339,NijA,CG32373,NLaz,Syn,Hr38,Tsp2A,scaf,Ddr,Reck,dpr11,AGO3,pdm3,Ank2,sqa,org-1,Pura,blanks,Hr4,AdamTS-B,Dgat2,Hr3,tll,piwi,bark,Cad96Ca,Kr,bi,Alp4,Fur1,ltl,ftz,Cad86C,shd,ptc,Cht5,if,mtg,ovo,CG34417,y,grn,ave,nolo,Dscam3,bru1,Alk,melt,rhi,acj6,otu,Mipp1,smog,tutl,chas,CG34383,BoYb,sn,scro,htl,fs(1)N,salm,ms(2)34Fe,spok,chinmo,AstA"
GO:BP,GO:0048569,post-embryonic animal organ development,0.0035411253869613167,44,"ths,spz,dysf,bbg,Mmp2,S,fry,bab2,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,ush,pyr,hh,pk,net,kirre,upd1,rho,Duox,scaf,sqa,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,htl,salm"
GO:BP,GO:0016200,synaptic target attraction,0.0035887723752615983,4,"Sema2b,Fas3,NetB,Ten-a"
GO:BP,GO:0014812,muscle cell migration,0.0035887723752615983,4,"ths,pyr,Lrt,htl"
GO:BP,GO:0007560,imaginal disc morphogenesis,0.004102724859900308,38,"dysf,bbg,Mmp2,S,fry,bab2,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,hh,pk,net,upd1,rho,Duox,scaf,sqa,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0035295,tube development,0.004102724859900308,59,"dysf,bbg,drpr,Mmp2,InR,S,bnl,cnn,fry,bab2,Nost,rols,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,form3,Col4a1,tkv,Rac2,vkg,jumu,Tak1,wb,Gli,sog,sc,RhoGEF64C,rdo,hth,stg,sna,hh,pk,net,upd1,CG17211,Inx2,rho,Duox,grh,Irk1,scaf,sqa,Pura,AdamTS-B,Kr,bi,ltl,shd,ptc,if,ovo,Alk,sn,salm,chinmo"
GO:BP,GO:0048563,post-embryonic animal organ morphogenesis,0.004102724859900308,38,"dysf,bbg,Mmp2,S,fry,bab2,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,hh,pk,net,upd1,rho,Duox,scaf,sqa,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0097090,presynaptic membrane organization,0.004271100559578243,5,"Gli,Nrx-1,Ten-a,CG10339,Fur1"
GO:BP,GO:0007267,cell-cell signaling,0.004465349128824926,46,"dysc,Arc1,Mmp2,InR,Swim,Slob,cac,upd3,tkv,Syt4,Gli,unc-104,sna,hh,pk,Nrx-1,Snap25,Ekar,atilla,upd1,dimm,Ten-a,qvr,5-HT7,NtR,Rbp,CG14275,CG10339,Syn,Glut1,Reck,Ank2,rempA,nemy,CG7781,Sytalpha,tll,CG32447,nAChRalpha4,Frq1,Alk,CG9962,CG3526,X11Lbeta,Lst,mGluR"
GO:BP,GO:0043270,positive regulation of ion transport,0.0064304766675007865,13,"dysc,S,cac,unc-104,sdt,atilla,upd1,dimm,qvr,CG14275,Glut1,rempA,CG7781"
GO:BP,GO:0001654,eye development,0.006790547007478758,37,"dysc,tinc,S,bnl,fry,tau,NetB,Traf4,Mtl,tkv,jumu,Tak1,Syn2,RhoGAP100F,hth,ush,futsch,sna,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,tll,Kr,bi,ptc,ave,Alk,melt,tutl,salm"
GO:BP,GO:0003158,endothelium development,0.006790547007478758,4,"Gli,loco,Tsp2A,bark"
GO:BP,GO:0001885,endothelial cell development,0.006790547007478758,4,"Gli,loco,Tsp2A,bark"
GO:BP,GO:0048880,sensory system development,0.006790547007478758,37,"dysc,tinc,S,bnl,fry,tau,NetB,Traf4,Mtl,tkv,jumu,Tak1,Syn2,RhoGAP100F,hth,ush,futsch,sna,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,tll,Kr,bi,ptc,ave,Alk,melt,tutl,salm"
GO:BP,GO:0045446,endothelial cell differentiation,0.006790547007478758,4,"Gli,loco,Tsp2A,bark"
GO:BP,GO:0035169,lymph gland plasmatocyte differentiation,0.006790547007478758,4,"ths,ush,pyr,htl"
GO:BP,GO:0150063,visual system development,0.006790547007478758,37,"dysc,tinc,S,bnl,fry,tau,NetB,Traf4,Mtl,tkv,jumu,Tak1,Syn2,RhoGAP100F,hth,ush,futsch,sna,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,tll,Kr,bi,ptc,ave,Alk,melt,tutl,salm"
GO:BP,GO:0010817,regulation of hormone levels,0.006915826863257155,15,"InR,S,CG2064,rho-4,unc-104,dimm,rho,CG2065,Glut1,Fur1,shd,Elo68alpha,Lst,spok,AstA"
GO:BP,GO:0010669,epithelial structure maintenance,0.006966403408314267,7,"upd3,Col4a1,wb,upd1,Lac,rho,if"
GO:BP,GO:0048707,instar larval or pupal morphogenesis,0.007868471877678132,40,"dysf,bbg,drpr,Mmp2,S,fry,bab2,Ptp52F,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,hh,pk,net,upd1,rho,Duox,scaf,sqa,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0009886,post-embryonic animal morphogenesis,0.007994053162440094,41,"dysf,bbg,drpr,Mmp2,S,fry,bab2,Ptp52F,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,Col4a1,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,hh,pk,net,upd1,rho,Duox,scaf,sqa,Pura,AdamTS-B,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0008347,glial cell migration,0.008088227318582428,8,"ths,unc-5,bnl,NetB,pyr,hh,Tsp2A,htl"
GO:BP,GO:0050896,response to stimulus,0.008251877043856102,191,"ths,spz,dysc,bbg,Sema2b,ImpL2,Ac3,Arc1,unc-5,MRP,drpr,Cul2,CG10433,Mmp2,InR,Swim,S,bnl,kek1,CG42450,cd,Fas3,Ptp52F,Fhos,cv-2,Slob,NetB,Myo61F,GstD5,Lmpt,Traf4,cac,Mtl,CG6330,upd3,Col4a1,tkv,Rac2,Syt4,trbl,uzip,jumu,CG42541,CG13506,side,Tak1,18w,Hydr2,Rab32,wb,RhoGAP100F,obe,Cyp6a17,sog,Spn77Ba,RhoGEF64C,rdo,Fas1,unc-104,ush,pyr,loco,Ir40a,Pli,nub,Rab9,futsch,Ku80,hh,sphinx1,sff,pk,sphinx2,Claspin,Lrt,Ekar,CG34357,Rev7,Naam,Cyp6d2,Or19b,Or56a,upd1,na,Gr64a,CG10738,tipE,DNAlig4,GstD2,Inx2,Tollo,Eip63F-1,rho,PGRP-SD,SPR,AcCoAS,Ten-a,qvr,shakB,CG17636,Archease,CG34353,CG30440,smal,5-HT7,NtR,FASN2,Duox,CNMaR,GstD4,grh,Hsp67Bc,CG11426,CadN2,Ilp6,Gr64f,CG3448,NLaz,Syn,Rh2,Hr38,corolla,zyd,Gat,Ddr,Reck,dpr11,Pzl,pdm3,Ank2,Ac78C,rempA,sqa,Sytalpha,Pura,Hr4,CG9372,AdamTS-B,Hr3,tll,nec,CG4476,Nplp1,Pp1-13C,bark,CG32447,Fst,Cad96Ca,Kr,grnd,ltl,CG10912,Octalpha2R,MCU,GstD6,ptc,Cht5,if,CG16799,nAChRalpha4,grn,ave,Pkcdelta,mms4,Dscam3,dpr9,Ir94b,Alk,melt,acj6,otu,smog,CCHa2,tutl,Pde1c,pen-2,CG9962,sn,Listericin,htl,fs(1)N,CG43795,RabX2,SPH93,Lst,CG43055,mGluR,AstA,Nox,Toll-9,Gr94a"
GO:BP,GO:0048522,positive regulation of cellular process,0.00883022342305866,116,"ths,spz,kon,dysf,dysc,Sema2b,ImpL2,unc-5,drpr,Cul2,InR,Swim,S,bnl,MED20,fry,cd,Fhos,cv-2,Traf4,cac,Mtl,upd3,tkv,Syt4,trbl,CG4751,Tak1,Gli,sog,sc,RhoGEF64C,TAF1C-like,hth,spn-E,onecut,Lnpk,unc-104,stg,Sox21b,ush,pyr,slbo,Pli,nub,sna,hh,sphinx1,nht,pk,sphinx2,Nrx-1,Claspin,Rev7,sdt,atilla,vas,upd1,dimm,CG10738,rho,PGRP-SD,Ten-a,qvr,Archease,CG30440,CG13928,CG14275,Sgf11,grh,Hsp67Bc,dpn,moon,Hr38,Glut1,Ddr,AGO3,pdm3,Ank2,rempA,sqa,CG7781,org-1,Pura,IRSp53,Hr3,tll,Nplp1,piwi,CG3328,Cad96Ca,grnd,bi,ftz,ptc,ovo,Frq1,grn,ave,bru1,Alk,melt,hng3,rhi,acj6,otu,Mipp1,smog,pen-2,CG9962,scro,Listericin,htl,APC7,chinmo,Nox"
GO:BP,GO:0035170,lymph gland crystal cell differentiation,0.011911378509804655,4,"ths,ush,pyr,htl"
GO:BP,GO:0007552,metamorphosis,0.012242515641893895,41,"dysf,bbg,drpr,Mmp2,S,fry,bab2,Ptp52F,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,hh,pk,net,upd1,rho,Duox,scaf,sqa,Pura,AdamTS-B,Hr3,bi,ltl,ptc,if,ovo,sn,salm"
GO:BP,GO:0001708,cell fate specification,0.012614823313364377,15,"ths,tkv,hth,ush,pyr,slbo,hh,rho,org-1,tll,bi,ftz,melt,htl,salm"
GO:BP,GO:0051146,striated muscle cell differentiation,0.012614823313364377,15,"kon,InR,rols,bt,Col4a1,Rac2,Ldh,Zasp52,sls,rst,kirre,mspo,if,bru1,htl"
GO:BP,GO:0001941,postsynaptic membrane organization,0.012762572867409047,5,"Gli,Nrx-1,Ten-a,CG10339,Fur1"
GO:BP,GO:0016477,cell migration,0.013010727523488344,30,"ths,dysf,bbg,Sema2b,unc-5,Mmp2,InR,bnl,rols,Fhos,NetB,Mtl,tkv,Rac2,18w,Gli,pyr,slbo,hh,Lrt,upd1,Tsp2A,ftz,shd,ptc,if,smog,sn,htl,salm"
GO:BP,GO:0006575,cellular modified amino acid metabolic process,0.013010727523488344,13,"GstD5,GstD9,GstE6,GstE7,GstD2,GstE10,CG17636,GstD4,GstE8,GstE3,GstE9,GstD6,GstE2"
GO:BP,GO:0007498,mesoderm development,0.013327655836287575,14,"ths,Myo61F,bt,wb,pyr,sls,sna,hh,Dgat2,ftz,CG34417,Alk,smog,htl"
GO:BP,GO:0009791,post-embryonic development,0.01371600828759771,52,"ths,spz,dysf,bbg,drpr,Mmp2,S,fry,bab2,Ptp52F,Nost,Fhos,cv-2,Myo61F,Traf4,Mtl,upd3,Col4a1,tkv,jumu,Tak1,Gli,sog,RhoGEF64C,hth,stg,ush,pyr,hh,pk,Gld,net,kirre,upd1,rho,Duox,scaf,sqa,Pura,Hr4,AdamTS-B,bi,ltl,shd,ptc,if,ovo,sn,htl,salm,spok,AstA"
GO:BP,GO:0038065,collagen-activated signaling pathway,0.014310062565594311,3,"Col4a1,smal,Ddr"
GO:BP,GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway,0.014310062565594311,3,"Col4a1,smal,Ddr"
GO:BP,GO:0034332,adherens junction organization,0.015368100961387377,8,"Nost,Traf4,Rac2,obe,sna,sdt,kirre,CadN2"
GO:BP,GO:0030198,extracellular matrix organization,0.01636378901059134,11,"Mmp2,Col4a1,vkg,Fas1,CG15080,wus,Ddr,Reck,AdamTS-B,nolo,fs(1)N"
GO:BP,GO:0007517,muscle organ development,0.016956827478362416,14,"ths,kon,tkv,Rac2,vkg,pyr,sls,rst,kirre,Kr,if,Alk,htl,salm"
GO:BP,GO:0048592,eye morphogenesis,0.017449404364871808,30,"dysc,tinc,S,bnl,fry,tau,Mtl,tkv,Tak1,Syn2,RhoGAP100F,hth,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,tll,bi,ptc,ave,Alk,melt,tutl,salm"
GO:BP,GO:0060026,convergent extension,0.017449404364871808,4,"18w,upd1,Tollo,smog"
GO:BP,GO:0007523,larval visceral muscle development,0.017449404364871808,4,"ths,pyr,kirre,htl"
GO:BP,GO:0090596,sensory organ morphogenesis,0.017449404364871808,30,"dysc,tinc,S,bnl,fry,tau,Mtl,tkv,Tak1,Syn2,RhoGAP100F,hth,hh,pk,rst,kirre,upd1,rho,sano,grh,dpn,CadN2,tll,bi,ptc,ave,Alk,melt,tutl,salm"
GO:BP,GO:0048518,positive regulation of biological process,0.017449404364871808,121,"ths,spz,kon,dysf,dysc,Sema2b,ImpL2,unc-5,CG5830,drpr,Cul2,Mmp2,InR,Swim,S,bnl,MED20,fry,cd,Fhos,cv-2,Traf4,cac,Mtl,upd3,tkv,Rac2,Syt4,trbl,CG4751,Tak1,Gli,sog,sc,RhoGEF64C,TAF1C-like,hth,spn-E,onecut,Lnpk,unc-104,stg,Sox21b,ush,pyr,slbo,Pli,nub,sna,hh,sphinx1,nht,pk,sphinx2,Nrx-1,Claspin,Rev7,sdt,atilla,vas,upd1,dimm,CG10738,rho,PGRP-SD,Ten-a,qvr,Archease,CG30440,CG13928,CG14275,Sgf11,grh,Hsp67Bc,dpn,moon,Ilp6,Hr38,Glut1,Ddr,AGO3,pdm3,Ank2,rempA,sqa,CG7781,org-1,Pura,Hr4,IRSp53,Hr3,tll,Nplp1,piwi,CG3328,Cad96Ca,grnd,bi,ftz,ptc,ovo,Frq1,grn,ave,bru1,Alk,melt,hng3,rhi,acj6,otu,Mipp1,smog,pen-2,CG9962,scro,Listericin,htl,APC7,chinmo,Nox"
GO:BP,GO:0061061,muscle structure development,0.01851920665490987,25,"ths,spz,kon,InR,rols,bt,Col4a1,tkv,Rac2,vkg,Ldh,Zasp52,hth,pyr,sls,rst,kirre,mspo,org-1,Kr,if,bru1,Alk,htl,salm"
GO:BP,GO:0007167,enzyme linked receptor protein signaling pathway,0.018682668638878415,28,"ths,ImpL2,Cul2,Mmp2,InR,bnl,kek1,cv-2,Col4a1,tkv,trbl,sog,pyr,CG34357,CG10738,rho,smal,grh,Ilp6,Ddr,AdamTS-B,Cad96Ca,ltl,ave,Alk,melt,htl,fs(1)N"
GO:BP,GO:0009790,embryo development,0.01872616597723457,44,"ths,CG5830,toc,Mmp2,InR,S,cnn,Traf4,Mtl,upd3,Col4a1,tkv,Rac2,trbl,vkg,jumu,Tak1,sog,hth,spn-E,stg,ush,pyr,loco,sna,hh,sdt,vas,kirre,upd1,Lac,Inx2,rho,scaf,tll,Kr,ftz,shd,ptc,if,smog,sn,htl,fs(1)N"
GO:BP,GO:0007043,cell-cell junction assembly,0.018854706653587967,10,"Gli,mesh,loco,sdt,kirre,Lac,shakB,CadN2,Tsp2A,bark"
GO:BP,GO:0007472,wing disc morphogenesis,0.019176211363035912,28,"bbg,S,fry,Nost,Fhos,cv-2,Mtl,upd3,tkv,jumu,Tak1,Gli,sog,hth,hh,pk,net,upd1,rho,Duox,scaf,AdamTS-B,bi,ltl,ptc,if,sn,salm"
